Symbol,Series,Security Name,Band,Remarks
LYPSAGEMS,EQ,Lypsa Gems & Jewellery Limited,20,-
M100,EQ,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M100 ETF GO,20,-
M50,EQ,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF,20,-
MADHAV,EQ,Madhav Marbles and Granites Limited,20,-
MADHUCON,EQ,Madhucon Projects Limited,20,-
MAGMA,EQ,Magma Fincorp Limited,20,-
MAGNUM,EQ,Magnum Ventures Limited,20,-
MAHABANK,EQ,Bank of Maharashtra,20,-
MAHESHWARI,SM,Maheshwari Logistics Limited,20,-
MAHINDCIE,EQ,Mahindra CIE Automotive Limited,20,-
MAHLIFE,EQ,Mahindra Lifespace Developers Limited,20,-
MAHSCOOTER,EQ,Maharashtra Scooters Limited,20,-
MAHSEAMLES,EQ,Maharashtra Seamless Limited,20,-
MAITHANALL,EQ,Maithan Alloys Limited,20,-
MAJESCO,EQ,Majesco Limited,20,-
MANAKSIA,EQ,Manaksia Limited,20,-
MANAKSTEEL,EQ,Manaksia Steels Limited,20,-
MANALIPETC,EQ,Manali Petrochemicals Limited,20,-
MANAPPURAM,EQ,Manappuram Finance Limited,20,NIFTY Midcap 150/NIFTY 200/NIFTY Full Midcap 100
MANGALAM,EQ,Mangalam Drugs And Organics Limited,20,-
MANGCHEFER,EQ,Mangalore Chemicals & Fertilizers Limited,20,-
MANGLMCEM,EQ,Mangalam Cement Limited,20,-
MANGTIMBER,EQ,Mangalam Timber Products Limited,20,-
MANINDS,EQ,Man Industries (India) Limited,20,-
MANINFRA,EQ,Man Infraconstruction Limited,20,-
MANPASAND,EQ,Manpasand Beverages Limited,20,-
MANUGRAPH,EQ,Manugraph India Limited,20,-
MARALOVER,EQ,Maral Overseas Limited,20,-
MARATHON,EQ,Marathon Nextgen Realty Limited,20,-
MARKSANS,EQ,Marksans Pharma Limited,20,-
MAWANASUG,EQ,Mawana Sugars Limited,20,-
MAXINDIA,EQ,Max India Limited,20,NIFTY 500 Index/NIFTY Smallcap 250/NIFTY MidSmallcap 400
MAXVIL,EQ,Max Ventures and Industries Limited,20,-
MAYURUNIQ,EQ,Mayur Uniquoters Ltd,20,-
MAZDA,EQ,Mazda Limited,20,-
MBAPL,SM,Madhya Bharat Agro Products Limited,20,-
MBECL,EQ,Mcnally Bharat Engineering Company Limited,20,-
MBLINFRA,EQ,MBL Infrastructures Limited,20,-
MCDHOLDING,EQ,McDowell Holdings Limited,20,-
MCLEODRUSS,EQ,Mcleod Russel India Limited,20,-
MEGASOFT,EQ,Megasoft Limited,20,-
MEGH,EQ,Meghmani Organics Limited,20,-
MENONBE,EQ,Menon Bearings Limited,20,-
MEP,EQ,MEP Infrastructure Developers Limited,20,-
MERCATOR,EQ,Mercator Limited,20,-
MERCK,EQ,Merck Limited,20,-
METALFORGE,EQ,Metalyst Forgings Limited,20,-
MHRIL,EQ,Mahindra Holidays & Resorts India Limited,20,-
MIC,EQ,MIC Electronics Limited,20,-
MIDCAPIWIN,EQ,ICICI Prudential Midcap Select iWIN ETF,20,-
MINDACORP,EQ,Minda Corporation Limited,20,NIFTY 500 Index
MINDAIND,EQ,Minda Industries Limited,20,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250
MINDTECK,EQ,Mindteck (India) Limited,20,-
MIRCELECTR,EQ,MIRC Electronics Limited,20,-
MIRZAINT,EQ,Mirza International Limited,20,-
MKPL,SM,M K Proteins Limited,20,-
MMFL,EQ,MM Forgings Limited,20,-
MMNL,IT,MIG Media Neurons Limited,20,-
MMTC,EQ,MMTC Limited,20,NIFTY Smallcap 50/NIFTY Full Smallcap 100
MOHINI,IT,Mohini Fibers Limited,20,-
MOHITIND,EQ,Mohit Industries Limited,20,-
MOIL,EQ,MOIL Limited,20,NIFTY Smallcap 50/NIFTY Full Smallcap 100
MOLDTECH,EQ,Mold-Tek Technologies Limited,20,-
MOLDTKPAC,EQ,Mold-Tek Packaging Limited,20,-
MOMAI,SM,Momai Apparels Limited,20,-
MONNETISPA,EQ,Monnet Ispat and Energy Limited,20,-
MONSANTO,EQ,Monsanto India Limited,20,-
MONTECARLO,EQ,Monte Carlo Fashions Limited,20,-
MORARJEE,EQ,Morarjee Textiles Limited,20,-
MOREPENLAB,EQ,Morepen Laboratories Limited,20,-
MOSERBAER,EQ,Moser-Baer (I) Limited,20,-
MOTILALOFS,EQ,Motilal Oswal Financial Services Limited,20,NIFTY Midcap 150
MPHASIS,EQ,MphasiS Limited,20,-
MPSLTD,EQ,MPS Limited,20,-
MRO,IT,M.R. Organisation Limited,20,-
MRO-TEK,EQ,MRO-TEK Realty Limited,20,GSM - Stage 0
MTEDUCARE,EQ,MT Educare Limited,20,-
MTNL,EQ,Mahanagar Telephone Nigam Limited,20,-
MUKANDENGG,EQ,Mukand Engineers Limited,20,-
MUKANDLTD,EQ,Mukand Limited,20,-
MUKTAARTS,EQ,Mukta Arts Limited,20,-
MUNJALAU,EQ,Munjal Auto Industries Limited,20,-
MUNJALSHOW,EQ,Munjal Showa Limited,20,-
MUTHOOTCAP,EQ,Muthoot Capital Services Limited,20,-
MVL,EQ,MVL Limited,20,-
N100,EQ,Motilal Oswal Mutual Fund-Motilal Oswal MOSt Shares NASDAQ 100 ETF -GO,20,-
NAGAAGRI,EQ,Nagarjuna Agrichem Limited,20,-
NAGAROIL,EQ,Nagarjuna Oil Refinery Limited,20,-
NAGREEKEXP,EQ,Nagreeka Exports Limited,20,-
NAHARCAP,EQ,Nahar Capital and Financial Services Limited,20,-
NAHARINDUS,EQ,Nahar Industrial Enterprises Limited,20,-
NAHARPOLY,EQ,Nahar Poly Films Limited,20,-
NAHARSPING,EQ,Nahar Spinning Mills Limited,20,-
NANDANI,SM,Nandani Creation Limited,20,-
NATCOPHARM,EQ,Natco Pharma Limited,20,Nifty 500/Nifty Alpha 50 Index
NATHBIOGEN,EQ,Nath Bio-Genes (India) Limited,20,-
NAUKRI,EQ,Info Edge (India) Limited,20,-
NAVINFLUOR,EQ,Navin Fluorine International Limited,20,-
NAVKARCORP,EQ,Navkar Corporation Limited,20,-
NAVNETEDUL,EQ,Navneet Education Limited,20,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250/NIFTY Media
NBVENTURES,EQ,Nava Bharat Ventures Limited,20,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250
NCLIND,EQ,NCL Industries Limited,20,-
NDGL,EQ,Naga Dhunseri Group Limited,20,-
NDL,EQ,Nandan Denim Limited,20,-
NDTV,EQ,New Delhi Television Limited,20,-
NECLIFE,EQ,Nectar Lifesciences Limited,20,-
NELCAST,EQ,Nelcast Limited,20,-
NELCO,EQ,NELCO Limited,20,-
NEO,IT,Neopolitan Pizza Limited,20,-
NESCO,EQ,Nesco Limited,20,-
NETWORK18,EQ,Network18 Media & Investments Limited,20,NIFTY Smallcap 250
NEULANDLAB,EQ,Neuland Laboratories Limited,20,-
NFL,EQ,National Fertilizers Limited,20,-
NH,EQ,Narayana Hrudayalaya Ltd.,20,-
NIBL,EQ,NRB Industrial Bearings Limited,20,-
NIF100IWIN,EQ,ICICI Prudential Nifty 100 iWIN ETF,20,-
NIFTYBEES,EQ,Reliance ETF Nifty BeES,20,-
NIFTYEES,EQ,Edelweiss ETF - Nifty 50,20,-
NIFTYIWIN,EQ,ICICI Prudential Nifty iWIN ETF,20,-
NIITLTD,EQ,NIIT Limited,20,-
NILAINFRA,EQ,Nila Infrastructures Limited,20,-
NILKAMAL,EQ,Nilkamal Limited,20,-
NIPPOBATRY,EQ,Indo-National Limited,20,-
NITCO,EQ,Nitco Limited,20,-
NITESHEST,EQ,Nitesh Estates Limited,20,-
NITINFIRE,EQ,Nitin Fire Protection Industries Limited,20,-
NITINSPIN,EQ,Nitin Spinners Limited,20,-
NITIRAJ,SM,Nitiraj Engineers Limited,20,-
NLCINDIA,EQ,NLC India Limited,20,-
NOCIL,EQ,NOCIL Limited,20,-
NOIDATOLL,EQ,Noida Toll Bridge Company Limited,20,-
NRAIL,EQ,N R Agarwal Industries Limited,20,-
NRBBEARING,EQ,NRB Bearing Limited,20,-
NSIL,EQ,Nalwa Sons Investments Limited,20,-
NUCLEUS,EQ,Nucleus Software Exports Limited,20,-
NUTEK,EQ,Nu Tek India Limited,20,-
NV20IWIN,EQ,ICICI Prudential NV20 iWIN ETF,20,-
OBEROIRLTY,EQ,Oberoi Realty Limited,20,-
OCCL,EQ,Oriental Carbon & Chemicals Limited,20,-
OCL,EQ,OCL India Limited,20,-
OMAXAUTO,EQ,Omax Autos Limited,20,-
OMAXE,EQ,Omaxe Limited,20,-
OMKARCHEM,EQ,Omkar Speciality Chemicals Limited,20,-
OMMETALS,EQ,OM Metals Infraprojects Limited,20,-
ONMOBILE,EQ,OnMobile Global Limited,20,-
OPAL,SM,Opal Luxury Time Products Limited,20,-
OPTOCIRCUI,EQ,Opto Circuits (India) Limited,20,-
ORBTEXP,EQ,Orbit Exports Limited,20,-
ORCHIDPHAR,EQ,Orchid Pharma Limited,20,-
ORICONENT,EQ,Oricon Enterprises Limited,20,-
ORIENTABRA,EQ,Orient Abrasives Limited,20,-
ORIENTBELL,EQ,Orient Bell Limited,20,-
ORIENTCEM,EQ,Orient Cement Limited,20,-
ORIENTHOT,EQ,Oriental Hotels Limited,20,-
ORIENTPPR,EQ,Orient Paper & Industries Limited,20,-
ORIENTREF,EQ,Orient Refractories Limited,20,-
ORISSAMINE,EQ,The Orissa Minerals Development Company Limited,20,-
ORTEL,EQ,Ortel Communications Limited,20,-
PANACEABIO,EQ,Panacea Biotec Limited,20,-
PANACHE,SM,Panache Digilife Limited,20,-
PANAMAPET,EQ,Panama Petrochem Limited,20,-
PANORAMUNI,EQ,Panoramic Universal Limited,20,-
PANSARI,SM,Pansari Developers Limited,20,-
PAPERPROD,EQ,Huhtamaki PPL Limited,20,-
PARABDRUGS,EQ,Parabolic Drugs Limited,20,-
PARAGMILK,EQ,Parag Milk Foods Limited,20,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250
PARSVNATH,EQ,Parsvnath Developers Limited,20,-
PATELENG,EQ,Patel Engineering Limited,20,-
PATINTLOG,EQ,Patel Integrated Logistics Limited,20,-
PDMJEPAPER,EQ,Pudumjee Paper Products Limited,20,-
PDPL,EQ,Parenteral Drugs (India) Limited,20,-
PDSMFL,EQ,PDS Multinational Fashions Limited,20,-
PDUMJEPULP,EQ,Pudumjee Pulp & Paper Mills Limited,20,-
PENIND,EQ,Pennar Industries Limited,20,-
PENINLAND,EQ,Peninsula Land Limited,20,-
PENPEBS,EQ,Pennar Engineered Building Systems Limited,20,-
PERFECT,SM,Perfect Infraengineers Limited,20,-
PERSISTENT,EQ,Persistent Systems Limited,20,NIFTY Smallcap 250
PFIZER,EQ,Pfizer Limited,20,-
PFOCUS,EQ,Prime Focus Limited,20,-
PFS,EQ,PTC India Financial Services Limited,20,-
PGEL,EQ,PG Electroplast Limited,20,-
PGHH,EQ,Procter & Gamble Hygiene and Health Care Limited,20,-
PGIL,EQ,Pearl Global Industries Limited,20,-
PHILIPCARB,EQ,Phillips Carbon Black Limited,20,-
PHOENIXLL,EQ,Phoenix Lamps Limited,20,-
PHOENIXLTD,EQ,The Phoenix Mills Limited,20,-
PIIND,EQ,PI Industries Limited,20,NIFTY Commodities
PINCON,EQ,Pincon Spirit Limited,20,-
PIONDIST,EQ,Pioneer Distilleries Limited,20,-
PIONEEREMB,EQ,Pioneer Embroideries Limited,20,-
PITTILAM,EQ,Pitti Laminations Limited,20,-
PKTEA,EQ,The Peria Karamalai Tea & Produce Company Limited,20,-
PLASTIBLEN,EQ,Plastiblends India Limited,20,-
PNBGILTS,EQ,PNB GILTS LTD.,20,-
PNBHOUSING,EQ,PNB Housing Finance Limited,20,-
PNCINFRA,EQ,PNC Infratech Limited,20,-
POCHIRAJU,EQ,Pochiraju Industries Limited,20,-
PODDARHOUS,EQ,Poddar Housing and Development Limited,20,-
PODDARMENT,EQ,Poddar Pigments Limited,20,-
POKARNA,EQ,Pokarna Limited,20,-
POLARIS,EQ,POLARIS CONSULTING & SERVICES LIMITED,20,-
POLYMED,EQ,Poly Medicure Limited,20,-
POLYPLEX,EQ,Polyplex Corporation Limited,20,-
PONNIERODE,EQ,Ponni Sugars (Erode) Limited,20,-
POWERMECH,EQ,Power Mech Projects Limited,20,-
PPAP,EQ,PPAP Automotive Limited,20,-
PRABHAT,EQ,Prabhat Dairy Limited,20,-
PRAJIND,EQ,Praj Industries Limited,20,-
PRAKASH,EQ,Prakash Industries Limited,20,-
PRAKASHSTL,EQ,Prakash Steelage Limited,20,-
PRATIBHA,EQ,Pratibha Industries Limited,20,-
PRECAM,EQ,Precision Camshafts Limited,20,-
PRECWIRE,EQ,Precision Wires India Limited,20,-
PREMEXPLN,EQ,Premier Explosives Limited,20,-
PREMIER,EQ,Premier Limited,20,-
PRESSMN,EQ,Pressman Advertising Limited,20,-
PRESTIGE,EQ,Prestige Estates Projects Limited,20,-
PRICOLLTD,EQ,Pricol Limited,20,-
PRISMCEM,EQ,Prism Cement Limited,20,-
PROLIFE,SM,Prolife Industries Limited,20,-
PSB,EQ,Punjab & Sind Bank,20,-
PSL,EQ,PSL Limited,20,-
PSUBNKBEES,EQ,Reliance ETF PSU Bank BeES,20,-
PTL,EQ,PTL Enterprises Limited,20,-
PUNJABCHEM,EQ,Punjab Chemicals & Crop Protection Limited,20,-
PUNJLLOYD,EQ,Punj Lloyd Limited,20,-
PURVA,EQ,Puravankara Limited,20,-
QGOLDHALF,EQ,Quantum Gold Fund -Exchange Traded Fund (ETF),20,-
QNIFTY,EQ,Quantum Index Fund -Exchange Traded Fund (ETF),20,-
QUESS,EQ,Quess Corp Limited,20,NIFTY 500 Index/NIFTY Full Midcap 100/NIFTY MidSmallcap 400/NIFTY 200/NIFTY Midcap 150
QUICKHEAL,EQ,Quick Heal Technologies Limited,20,-
QVC,IT,QVC Realty Co. Limited,20,-
RADICO,EQ,Radico Khaitan Limited,20,-
RADIOCITY,EQ,Music Broadcast Limited,20,-
RAIN,EQ,Rain Industries Limited,20,-
RAIREKMOH,EQ,Raisaheb Reckhchand Mohota Spinning & Weaving Mills Limited,20,-
RAJESHEXPO,EQ,Rajesh Exports Limited,20,-
RAJSREESUG,EQ,Rajshree Sugars & Chemicals Limited,20,-
RAJTV,EQ,Raj Television Network Limited,20,-
RALLIS,EQ,Rallis India Limited,20,-
RAMANEWS,EQ,Shree Rama Newsprint Limited,20,-
RAMASTEEL,EQ,Rama Steel Tubes Limited,20,-
RAMCOIND,EQ,Ramco Industries Limited,20,-
RAMCOSYS,EQ,Ramco Systems Limited,20,-
RAMKY,EQ,Ramky Infrastructure Limited,20,-
RANASUG,EQ,Rana Sugars Limited,20,-
RANEENGINE,EQ,Rane Engine Valve Limited,20,-
RANEHOLDIN,EQ,Rane Holdings Limited,20,-
RATNAINFRA,IT,Ratnaakar Infrastructure Limited,20,-
RATNAMANI,EQ,Ratnamani Metals & Tubes Limited,20,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250/NIFTY Metal
RBL,EQ,Rane Brake Lining Limited,20,-
RCF,EQ,Rashtriya Chemicals and Fertilizers Limited,20,-
REDINGTON,EQ,Redington (India) Limited,20,-
RELAXO,EQ,Relaxo Footwears Limited,20,-
RELCNX100,EQ,Reliance ETF Nifty 100,20,-
RELCONS,EQ,Reliance ETF Consumption,20,-
RELDIVOPP,EQ,Reliance ETF Dividend Opportunities,20,-
RELIGARE,EQ,Religare Enterprises Limited,20,-
RELNV20,EQ,Reliance ETF NV20,20,-
RENUKA,EQ,Shree Renuka Sugars Limited,20,-
REPCOHOME,EQ,Repco Home Finance Limited,20,-
REPRO,EQ,Repro India Limited,20,-
RESPONIND,EQ,Responsive Industries Limited,20,-
REVATHI,EQ,Revathi Equipment Limited,20,-
RICOAUTO,EQ,Rico Auto Industries Limited,20,-
RIIL,EQ,Reliance Industrial Infrastructure Limited,20,-
RJL,EQ,Renaissance Jewellery Limited,20,-
RKFORGE,EQ,Ramkrishna Forgings Limited,20,-
RML,EQ,Rane (Madras) Limited,20,-
ROHLTD,EQ,Royal Orchid Hotels Limited,20,-
ROLTA,EQ,Rolta India Limited,20,-
RPGLIFE,EQ,RPG Life Sciences Limited,20,-
RPPINFRA,EQ,R.P.P. Infra Projects Limited,20,-
RRSLGETF,EQ,Reliance ETF Long Term Gilt,20,-
RSSOFTWARE,EQ,R. S. Software (India) Limited,20,-
RSWM,EQ,RSWM Limited,20,-
RSYSTEMS,EQ,R Systems International Limited,20,-
RTNINFRA,EQ,RattanIndia Infrastructure Limited,20,-
RTNPOWER,EQ,RattanIndia Power Limited,20,-
RUBYMILLS,EQ,The Ruby Mills Limited,20,-
RUCHIRA,EQ,Ruchira Papers Limited,20,-
RUCHISOYA,EQ,Ruchi Soya Industries Limited,20,-
RUPA,EQ,Rupa & Company Limited,20,-
RUSHIL,EQ,Rushil Decor Limited,20,-
SABEVENTS,EQ,Sab Events & Governance Now Media Limited,20,-
SABTN,EQ,Sri Adhikari Brothers Television Network Limited,20,-
SADBHAV,EQ,Sadbhav Engineering Limited,20,NIFTY Smallcap 250
SADBHIN,EQ,Sadbhav Infrastructure Project Limited,20,-
SAGARDEEP,SM,Sagardeep Alloys Limited,20,-
SAGCEM,EQ,Sagar Cements Limited,20,-
SAKAR,SM,Sakar Healthcare Limited,20,-
SAKHTISUG,EQ,Sakthi Sugars Limited,20,-
SAKSOFT,EQ,Saksoft Limited,20,-
SAKUMA,EQ,Sakuma Exports Limited,20,-
SALORAINTL,EQ,Salora International Limited,20,-
SALZERELEC,EQ,Salzer Electronics Limited,20,-
SANDESH,EQ,The Sandesh Limited,20,-
SANGAMIND,EQ,Sangam (India) Limited,20,-
SANGHIIND,EQ,Sanghi Industries Limited,20,-
SANGHVIFOR,EQ,Sanghvi Forging and Engineering Limited,20,-
SANGHVIMOV,EQ,Sanghvi Movers Limited,20,-
SANGINITA,SM,Sanginita Chemicals Limited,20,-
SANOFI,EQ,Sanofi India Limited,20,-
SARDAEN,EQ,Sarda Energy & Minerals Limited,20,-
SAREGAMA,EQ,Saregama India Limited,20,-
SARLAPOLY,EQ,Sarla Performance Fibers Limited,20,-
SASKEN,EQ,Sasken Technologies Limited,20,-
SATHAISPAT,EQ,Sathavahana Ispat Limited,20,-
SATIN,EQ,Satin Creditcare Network Limited,20,-
SCHAND,EQ,S Chand And Company Limited,20,-
SCHNEIDER,EQ,Schneider Electric Infrastructure Limited,20,-
SCI,EQ,Shipping Corporation Of India Limited,20,-
SDBL,EQ,Som Distilleries & Breweries Limited,20,-
SEAMECLTD,EQ,Seamec Limited,20,-
SEINV,EQ,S.E. Investments Limited,20,-
SELAN,EQ,Selan Exploration Technology Limited,20,-
SELMCL,EQ,SEL Manufacturing Company Limited,20,-
SENSEXIWIN,EQ,ICICI Prudential Sensex iWIN ETF,20,-
SEQUENT,EQ,Sequent Scientific Limited,20,-
SESHAPAPER,EQ,Seshasayee Paper and Boards Limited,20,-
SETCO,EQ,Setco Automotive Limited,20,-
SETF10GILT,EQ,SBI Mutual Fund - SBI-ETF 10 YEAR GILT,20,-
SETFGOLD,EQ,SBI-ETF Gold,20,-
SETFNIF50,EQ,SBI-ETF Nifty 50,20,-
SETFNIFBK,EQ,SBI-ETF Nifty Bank,20,-
SETFNN50,EQ,SBI-ETF Nifty Next 50,20,-
SFL,EQ,Sheela Foam Limited,20,-
SGL,EQ,STL Global Limited,20,-
SHAIVAL,SM,Shaival Reality Limited,20,-
SHALPAINTS,EQ,Shalimar Paints Limited,20,-
SHANKARA,EQ,Shankara Building Products Limited,20,-
SHANTIGEAR,EQ,Shanthi Gears Limited,20,-
SHARDACROP,EQ,Sharda Cropchem Limited,20,-
SHARDAMOTR,EQ,Sharda Motor Industries Limited,20,-
SHARIABEES,EQ,Reliance ETF Shariah BeES,20,-
SHARONBIO,EQ,Sharon Bio-Medicine Limited,20,-
SHEMAROO,EQ,Shemaroo Entertainment Limited,20,-
SHILPAMED,EQ,Shilpa Medicare Limited,20,-
SHIRPUR-G,EQ,Shirpur Gold Refinery Limited,20,-
SHIVAMAUTO,EQ,Shivam Autotech Limited,20,-
SHIVTEX,EQ,Shiva Texyarn Limited,20,-
SHK,EQ,S H Kelkar and Company Limited,20,-
SHOPERSTOP,EQ,Shoppers Stop Limited,20,-
SHREEPUSHK,EQ,Shree Pushkar Chemicals & Fertilisers Limited,20,-
SHREERAMA,EQ,Shree Rama Multi-Tech Limited,20,-
SHREYANIND,EQ,Shreyans Industries Limited,20,-
SHREYAS,EQ,Shreyas Shipping & Logistics Limited,20,-
SHRIRAMCIT,EQ,Shriram City Union Finance Limited,20,-
SHRIRAMEPC,EQ,Shriram EPC Limited,20,-
SHYAMCENT,EQ,Shyam Century Ferrous Limited,20,-
SHYAMTEL,EQ,Shyam Telecom Limited,20,GSM - Stage 0
SICAGEN,EQ,Sicagen India Limited,20,-
SICAL,EQ,Sical Logistics Limited,20,-
SIGNET,EQ,Signet Industries Limited,20,-
SIIL,SM,Supreme (India) Impex Limited,20,-
SIKKO,SM,Sikko Industries Limited,20,-
SILINV,EQ,SIL Investments Limited,20,-
SIMPLEXINF,EQ,Simplex Infrastructures Limited,20,-
SITASHREE,EQ,Sita Shree Food Products Limited,20,-
SITINET,EQ,Siti Networks Limited,20,-
SIYSIL,EQ,Siyaram Silk Mills Limited,20,-
SJVN,EQ,SJVN Limited,20,-
SKFINDIA,EQ,SKF India Limited,20,-
SKIPPER,EQ,Skipper Limited,20,-
SMARTLINK,EQ,Smartlink Network Systems Limited,20,-
SMLISUZU,EQ,SML Isuzu Limited,20,-
SMPL,EQ,Splendid Metal Products Limited,20,-
SMSPHARMA,EQ,SMS Pharmaceuticals Limited,20,-
SNOWMAN,EQ,Snowman Logistics Limited,20,-
SOBHA,EQ,Sobha Limited,20,-
SOLARINDS,EQ,Solar Industries India Limited,20,-
SOMANYCERA,EQ,Somany Ceramics Limited,20,-
SOMICONVEY,EQ,Somi Conveyor Beltings Limited,20,-
SONASTEER,EQ,Sona Koyo Steering Systems Limited,20,-
SONATSOFTW,EQ,Sonata Software Limited,20,-
SORILINFRA,EQ,SORIL Infra Resources Limited,20,-
SOTL,EQ,Savita Oil Technologies Limited,20,-
SPAL,EQ,S. P. Apparels Limited,20,-
SPARC,EQ,Sun Pharma Advanced Research Company Limited,20,-
SPHEREGSL,EQ,Sphere Global Services Limited,20,-
SPIC,EQ,Southern Petrochemicals Industries Corporation  Limited,20,-
SPICEMOBI,EQ,Spice Mobility Limited,20,-
SPLIL,EQ,SPL Industries Limited,20,-
SQSBFSI,EQ,SQS India BFSI Limited,20,-
SREEL,EQ,Sreeleathers Limited,20,-
SREINFRA,EQ,SREI Infrastructure Finance Limited,20,-
SRHHYPOLTD,EQ,Sree Rayalaseema Hi-Strength Hypo Limited,20,-
SRIPIPES,EQ,Srikalahasthi Pipes Limited,20,-
SSWL,EQ,Steel Strips Wheels Limited,20,-
STAMPEDE,EQ,Stampede Capital Limited,20,-
STAN,DR,Standard Chartered PLC,20,-
STARPAPER,EQ,Star Paper Mills Limited,20,-
STEELCITY,SM,Steel City Securities Limited,20,-
STERTOOLS,EQ,Sterling Tools Limited,20,-
STRTECH,EQ,Sterlite Technologies Limited,20,NIFTY 500 Index/NIFTY MidSmallcap 400/NIFTY Smallcap 250/NIFTY Free float Smallcap 100
SUBEX,EQ,Subex Limited,20,-
SUBROS,EQ,Subros Limited,20,-
SUDARSCHEM,EQ,Sudarshan Chemical Industries Limited,20,NIFTY 500 Index/ NIFTY MidSmallcap 400/NIFTY Smallcap 250
SUJANAUNI,EQ,Sujana Universal Industries Limited,20,-
SUMEETINDS,EQ,Sumeet Industries Limited,20,-
SUMMITSEC,EQ,Summit Securities Limited,20,-
SUNCLAYLTD,EQ,Sundaram Clayton Limited,20,-
SUNDARAM,EQ,Sundaram Multi Pap Limited,20,-
SUNDARMFIN,EQ,Sundaram Finance Limited,20,-
SUNDRMBRAK,EQ,Sundaram Brake Linings Limited,20,-
SUNDRMFAST,EQ,Sundram Fasteners Limited,20,-
SUNFLAG,EQ,Sunflag Iron And Steel Company Limited,20,-
SUNILHITEC,EQ,Sunil Hitech Engineers Limited,20,-
SUNTECK,EQ,Sunteck Realty Limited,20,-
SUPERHOUSE,EQ,Superhouse Limited,20,-
SUPERSPIN,EQ,Super Spinning Mills Limited,20,-
SUPPETRO,EQ,Supreme Petrochem Limited,20,-
SUPRAJIT,EQ,Suprajit Engineering Limited,20,-
SUPREMEIND,EQ,Supreme Industries Limited,20,-
SUPREMEINF,EQ,Supreme Infrastructure India Limited,20,-
SURANASOL,EQ,Surana Solar Limited,20,-
SURANAT&P,EQ,Surana Telecom and Power Limited,20,-
SURYALAXMI,EQ,Suryalakshmi Cotton Mills Limited,20,-
SURYAROSNI,EQ,Surya Roshni Limited,20,-
SUTLEJTEX,EQ,Sutlej Textiles and Industries Limited,20,-
SUVEN,EQ,Suven Life Sciences Limited,20,-
SWANENERGY,EQ,Swan Energy Limited,20,NIFTY Full Smallcap 100
SWARAJENG,EQ,Swaraj Engines Limited,20,-
SWELECTES,EQ,Swelect Energy Systems Limited,20,-
SYMPHONY,EQ,Symphony Limited,20,-
SYNCOM,EQ,Syncom Healthcare Limited,20,-
SYNGENE,EQ,Syngene International Limited,20,-
TAJGVK,EQ,Taj GVK Hotels & Resorts Limited,20,-
TAKE,EQ,Take Solutions Limited,20,-
TALBROAUTO,EQ,Talbros Automotive Components Limited,20,-
TALWALKARS,EQ,Talwalkars Better Value Fitness Limited,20,-
TANLA,EQ,Tanla Solutions Limited,20,-
TARAJEWELS,EQ,Tara Jewels Limited,20,-
TASTYBITE,EQ,Tasty Bite Eatables Limited,20,-
TATACOFFEE,EQ,Tata Coffee Limited,20,-
TATAINVEST,EQ,Tata Investment Corporation Limited,20,NIFTY 500 Index/ NIFTY MidSmallcap 400/NIFTY Smallcap 250
TATAMETALI,EQ,Tata Metaliks Limited,20,-
TATASPONGE,EQ,Tata Sponge Iron Limited,20,-
TBZ,EQ,Tribhovandas Bhimji Zaveri Limited,20,-
TCI,EQ,Transport Corporation of India Limited,20,-
TCIDEVELOP,EQ,TCI Developers Limited,20,-
TCIEXP,EQ,TCI Express Limited,20,-
TCIFINANCE,EQ,Tci Finance Limited,20,-
TDPOWERSYS,EQ,TD Power Systems Limited,20,-
TEAMLEASE,EQ,Teamlease Services Limited,20,-
TECHNO,EQ,Techno Electric & Engineering Company Limited,20,-
TECHNOFAB,EQ,Technofab Engineering Limited,20,-
TERASOFT,EQ,Tera Software Limited,20,-
TEXINFRA,EQ,Texmaco Infrastructure & Holdings Limited,20,-
TEXRAIL,EQ,Texmaco Rail & Engineering Limited,20,-
TFCILTD,EQ,Tourism Finance Corporation of India Limited,20,-
TGBHOTELS,EQ,TGB Banquets And Hotels Limited,20,-
THANGAMAYL,EQ,Thangamayil Jewellery Limited,20,-
THEMISMED,EQ,Themis Medicare Limited,20,-
THERMAX,EQ,Thermax Limited,20,-
THIRUSUGAR,EQ,Thiru Arooran Sugars Limited,20,-
THOMASCOOK,EQ,Thomas Cook  (India)  Limited,20,-
THYROCARE,EQ,Thyrocare Technologies Limited,20,NIFTY 500 Index/NIFTY Smallcap 250/MidSmallcap 400/
TI,EQ,Tilaknagar Industries Limited,20,-
TIDEWATER,EQ,Tide Water Oil Company (India) Limited,20,-
TIIL,EQ,Technocraft Industries (India) Limited,20,-
TIL,EQ,TIL Limited,20,-
TIMETECHNO,EQ,Time Technoplast Limited,20,-
TIMKEN,EQ,Timken India Limited,20,-
