ScripCode,Scrip ID,Scrip Group,ScripName,Close Price,Daily Upper Value,Daily Lower Value,Weekly Upper Value,Weekly Lower Value,Monthly Upper Value,Monthly Lower Value,Quarterly Upper Value,Quarterly Lower Value,Yearly Upper Value,Yearly Lower Value,Final Upper Value,Final Lower Value,Filler1,Filler2,Filler3,Filler4,Filler5
530231,SUBSM,XT,SUBHASH SILK MILLS LTD.,1140,1197,1083,0,0,0,0,2351,485,2684,1,1197,1083,,,,,
530233,AUROLAB,XD,AURO LABORATORIES LTD.,4095,4910,3280,0,0,0,0,13860,5,23225,5,4910,3280,,,,,
530235,KJMCFIN,XD,KJMC FINANCIAL SERVICES LTD.,2415,2535,2295,0,0,0,0,4690,970,4055,5,2535,2295,,,,,
530243,MANGASOF,XT,MANGALYA SOFT-TECH LTD.,144,151,137,0,0,0,0,322,67,390,1,151,137,,,,,
530245,ARYAMAN,XT,ARYAMAN FINANCIAL SERVICES LTD,3170,3325,3015,0,0,0,0,5325,1100,5220,5,3325,3015,,,,,
530249,BRIDGESE,XT,BRIDGE SECURITIES LTD.,840,882,798,0,0,0,0,1548,320,1708,1,882,798,,,,,
530251,RISAINTL,XT,RISA INTERNATIONAL LTD.,101,106,96,0,0,0,0,277,58,658,1,106,96,,,,,
530253,RAJTUBE,XD,RAJASTHAN TUBE MANUFACTURING C,1576,1654,1498,0,0,0,0,2700,557,5063,1,1654,1498,,,,,
530255,KAYPOWR,XD,KAY POWER AND PAPER LTD.,537,547,527,0,0,0,0,641,274,698,180,547,527,,,,,
530259,INTSTOIL,XD,INTER STATE OIL CARRIER LTD.,1544,1621,1467,0,0,0,0,2178,450,2132,1,1621,1467,,,,,
530261,ARCUTTIP,XT,ARCUTTIPORE TEA CO.LTD.,306,321,291,0,0,0,0,900,186,768,1,321,291,,,,,
530263,GLOBALCA,XD,GLOBAL CAPITAL MARKETS LTD.,588,617,559,0,0,0,0,1222,252,1544,1,617,559,,,,,
530265,SAINIK,XT,SAINIK FINANCE & INDUSTRIES LT,2940,3085,2795,0,0,0,0,5525,1140,6440,5,3085,2795,,,,,
530267,SABOOBR,XT,SABOO BROTHERS LTD.,1272,1335,1209,0,0,0,0,2425,500,2562,1,1335,1209,,,,,
530271,RICHUNV,XD,RICH UNIVERSE NETWORK LTD.,552,579,525,0,0,0,0,1129,233,3538,1,579,525,,,,,
530281,QUANTDIA,XT,QUANTUM DIGITAL VISION (INDIA),150,157,143,0,0,0,0,345,72,434,1,157,143,,,,,
530289,SPCAPIT,XD,SP CAPITAL FINANCING LTD.,1870,1960,1780,0,0,0,0,3880,800,5915,5,1960,1780,,,,,
530291,RAJAGRO,XT,RAJ AGRO MILLS LTD.,520,546,494,0,0,0,0,764,158,1634,1,546,494,,,,,
530305,PICCADIL,XD,PICCADILY AGRO INDUSTRIES LTD.,948,1137,759,0,0,0,0,3393,1,5440,1,1137,759,,,,,
530307,CHAMANSEQ,XC,CHAMAN LAL SETIA EXPORTS LTD.,10200,12240,8160,0,0,0,0,34965,5,31385,5,12240,8160,,,,,
530309,CHANDRAP,XD,CHANDRA PRABHU INTERNATIONAL L,1920,2300,1540,0,0,0,0,6695,5,12265,5,2300,1540,,,,,
530313,LAURLOR,P,LAUREL ORGANICS LTD.,2205,2315,2095,0,0,0,0,4275,885,2205,5,2205,2095,,,,,
530315,HINDTIN,XD,HINDUSTAN TIN WORKS LTD.,6925,8310,5540,0,0,0,0,23345,5,36990,5,8310,5540,,,,,
530317,GODAVARI,XD,GODAVARI DRUGS LTD.,3945,4730,3160,0,0,0,0,12640,5,23170,5,4730,3160,,,,,
530331,PREMCO,XC,PREMCO GLOBAL LTD.,41180,49415,32945,0,0,0,0,158265,5,305235,5,49415,32945,,,,,
530333,EMGEECA,P,EMGEE CABLES & COMMUNICATIONS ,2400,2445,2355,0,0,0,0,2535,525,2395,5,2400,2355,,,,,
530341,MUKESHB,XD,MUKESH BABU FINANCIAL SERVICES,6550,7860,5240,0,0,0,0,17535,5,20590,5,7860,5240,,,,,
530347,MAGNUML,XT,MAGNUM LTD.,489,513,465,0,0,0,0,948,196,1034,1,513,465,,,,,
530355,ASIANOI,XC,ASIAN OILFIELD SERVICES LTD.,19855,21840,17870,0,0,0,0,54390,5,31740,5,21840,17870,,,,,
530357,KBSINDIA,XT,KBS INDIA LIMITED,399,418,380,0,0,0,0,626,130,497,1,418,380,,,,,
530361,SEAGOLD,P,SEA GOLD AQUA FARMS LTD.,1250,1312,1188,0,0,0,0,2425,500,3050,1,1312,1188,,,,,
530369,VAMSHIRU,XD,VAMSHI RUBBER LTD.,5090,6105,4075,0,0,0,0,15130,5,34295,5,6105,4075,,,,,
530389,GEEFC,XD,GEEFCEE FINANCE LTD.,1569,1647,1491,0,0,0,0,2570,530,5209,1,1647,1491,,,,,
530401,VINYOFL,XT,VINYOFLEX LTD.,2905,3050,2760,0,0,0,0,5965,1230,5075,5,3050,2760,,,,,
530403,VALLABH,XD,VALLABH POLY-PLAST INTERNATION,535,561,509,0,0,0,0,1037,214,1395,1,561,509,,,,,
530405,JINDCAP,XT,JINDAL CAPITAL LTD.,475,498,452,0,0,0,0,915,189,2502,1,498,452,,,,,
530407,EPIC,XT,EPIC ENERGY LTD.,780,819,741,0,0,0,0,1920,396,2859,1,819,741,,,,,
530419,SUMEDHA,XD,SUMEDHA FISCAL SERVICES LTD.,2570,3080,2060,0,0,0,0,5125,5,7615,5,3080,2060,,,,,
530421,KUWERIN,XT,KUWER INDUSTRIES LTD.,800,840,760,0,0,0,0,1266,262,2037,1,840,760,,,,,
530427,CHOKSI,XD,CHOKSI IMAGING LTD.,2900,3480,2320,0,0,0,0,9685,5,15555,5,3480,2320,,,,,
530429,ASHISHPO,XT,ASHISH POLYPLAST LTD.,1585,1660,1510,0,0,0,0,3490,720,2645,5,1660,1510,,,,,
530431,ADORFO,XC,ADOR FONTECH LTD.,9320,11180,7460,0,0,0,0,28170,5,47895,5,11180,7460,,,,,
530433,SHIVAAGRO,XD,SHIVA GLOBAL AGRO INDUSTRIES L,7215,8655,5775,0,0,0,0,22275,5,15200,5,8655,5775,,,,,
530439,SIDDHA,XD,SIDDHA VENTURES LTD.,103,108,98,0,0,0,0,277,58,156,1,108,98,,,,,
530441,MAHAN,XT,MAHANIVESH (INDIA) LTD.,59000,61950,56050,0,0,0,0,114460,23600,136880,5,61950,56050,,,,,
530443,KIRANSY-B,XT,KIRAN SYNTEX LTD.,288,302,274,0,0,0,0,723,150,697,1,302,274,,,,,
530445,SUMERUIND,XT,SUMERU INDUSTRIES LTD.,120,126,114,0,0,0,0,232,48,312,1,126,114,,,,,
530449,RUNGTAIR,XT,RUNGTA IRRIGATION LTD.,3300,3465,3135,0,0,0,0,5845,1210,4390,5,3465,3135,,,,,
530457,CINERAD,XD,CINERAD COMMUNICATIONS LTD.,575,603,547,0,0,0,0,1115,230,1539,1,603,547,,,,,
530459,VALSONQ,XD,VALSON INDUSTRIES LTD.,3295,3950,2640,0,0,0,0,11020,5,16320,5,3950,2640,,,,,
530461,SABOOSOD,XT,SABOO SODIUM CHLORO LTD.,1289,1353,1225,0,0,0,0,2737,565,5347,1,1353,1225,,,,,
530469,GSLSEC,XD,GSL SECURITIES LTD.,128,134,122,0,0,0,0,259,54,348,1,134,122,,,,,
530475,TINNARUBR,XT,TINNA RUBBER AND INFRASTRUCTUR,6175,6480,5870,0,0,0,0,14160,2920,17320,5,6480,5870,,,,,
530477,VIKRAMTH,XD,VIKRAM THERMO (INDIA) LTD.,13590,16305,10875,0,0,0,0,39595,5,61685,5,16305,10875,,,,,
530499,AKCAPIT,XC,A.K.CAPITAL SERVICES LTD.,42275,50730,33820,0,0,0,0,130460,5,127105,5,50730,33820,,,,,
530521,VIRAT,XD,VIRAT INDUSTRIES LTD.,12290,14745,9835,0,0,0,0,36070,5,46810,5,14745,9835,,,,,
530525,SHEETAL,XD,SHEETAL DIAMONDS LTD.,344,361,327,0,0,0,0,580,120,1220,1,361,327,,,,,
530533,TERAI,XD,TERAI TEA CO.LTD.,5800,6960,4640,0,0,0,0,20040,5,32640,5,6960,4640,,,,,
530537,MANRAJH,XD,MANRAJ HOUSING FINANCE LTD.,1700,1785,1615,0,0,0,0,3295,680,4050,5,1785,1615,,,,,
530543,MARG,XD,MARG LTD.,989,1186,792,0,0,0,0,3289,1,4983,1,1186,792,,,,,
530545,COSCO,XD,COSCO (INDIA) LTD.,26990,29685,24295,0,0,0,0,60840,5,84590,5,29685,24295,,,,,
530557,NCLRESE,XD,NCL RESEARCH & FINANCIAL SERVI,1266,1291,1241,0,0,0,0,2764,570,3477,1,1291,1241,,,,,
530565,SSLFINANCE,XT,ARCHANA SOFTWARE LTD.,470,479,461,0,0,0,0,471,98,556,1,471,461,,,,,
530571,EXPLICITFIN,XD,EXPLICIT FINANCE LTD.,352,369,335,0,0,0,0,793,164,1507,1,369,335,,,,,
530577,LADDERUP,XD,LADDERUP FINANCE LTD.,2595,2720,2470,0,0,0,0,5070,1050,5255,5,2720,2470,,,,,
530579,GOLDENGOEN,XT,GOLDEN GOENKA FINCORP LIMITED,640,672,608,0,0,0,0,1222,252,2067,1,672,608,,,,,
530581,EKAMLEA,XT,EKAM LEASING & FINANCE CO.LTD.,505,530,480,0,0,0,0,909,188,1039,1,530,480,,,,,
530585,SWASTIKA,XD,SWASTIKA INVESTMART LTD.,8195,9830,6560,0,0,0,0,23810,5,35845,5,9830,6560,,,,,
530589,PRIMAPLA,XC,PRIMA PLASTICS LTD.,28925,34710,23140,0,0,0,0,85485,5,124490,5,34710,23140,,,,,
530595,TELECANOR,XT,TELECANOR GLOBAL LTD.,740,777,703,0,0,0,0,1051,217,1583,1,777,703,,,,,
530601,JAGSONFI,XT,JAGSONPAL FINANCE & LEASING LT,210,220,200,0,0,0,0,580,120,505,1,220,200,,,,,
530605,GSLNOVA,XD,GSL NOVA PETROCHEMICALS LIMITE,215,225,205,0,0,0,0,457,95,236,1,225,205,,,,,
530609,CARNATIN,XD,CARNATION INDUSTRIES LTD.,4700,5640,3760,0,0,0,0,15660,5,27715,5,5640,3760,,,,,
530611,STURDY,XT,STURDY INDUSTRIES LTD.,155,162,148,0,0,0,0,223,46,209,1,162,148,,,,,
530615,GARGFUR,XT,GARG FURNACE LTD.,1140,1197,1083,0,0,0,0,1846,381,2581,1,1197,1083,,,,,
530617,SAMPRE,XD,SAMPRE NUTRITIONS LTD.,3450,4140,2760,0,0,0,0,13675,5,22820,5,4140,2760,,,,,
530621,AKARTOOL,XD,AKAR TOOLS LTD.,6550,7860,5240,0,0,0,0,19370,5,29890,5,7860,5240,,,,,
530627,VIPULORG,XD,Vipul Organics Limited,10260,12310,8210,0,0,0,0,30060,5,51000,5,12310,8210,,,,,
530643,ECORECO,XD,ECO RECYCLING LTD.,4195,4400,3990,0,0,0,0,6895,1425,19040,5,4400,3990,,,,,
530663,GOYALASS,XT,GOYAL ASSOCIATES LTD.,500,525,475,0,0,0,0,960,198,878,1,525,475,,,,,
530665,ZENITHHE,XT,ZENITH HEALTH CARE LTD.,91,95,87,0,0,0,0,192,40,178,1,95,87,,,,,
530669,PRESOFI,P,PREM SOMANI FINANCIAL SERVICES,485,509,461,0,0,0,0,940,194,1183,1,509,461,,,,,
530675,YORKEXP,XT,YORK EXPORTS LTD.,544,571,517,0,0,0,0,915,189,756,1,571,517,,,,,
530677,SUPREME,XT,SUPREME HOLDINGS & HOSPITALITY,3400,3570,3230,0,0,0,0,5400,1115,7805,5,3570,3230,,,,,
530683,PITHP,P,PITHAMPUR POLY PRODUCTS LTD.,1470,1543,1397,0,0,0,0,2851,588,3586,1,1543,1397,,,,,
530689,LYKISLTD,XT,LYKIS LIMITED,5090,5340,4840,0,0,0,0,9435,1950,12660,5,5340,4840,,,,,
530695,PRIMEPRO,XD,PRIME PROPERTY DEVELOPMENT COR,3955,4745,3165,0,0,0,0,10685,5,20125,5,4745,3165,,,,,
530697,ZENLABS,XD,Zenlabs Ethica Limited,5155,5410,4900,0,0,0,0,8435,5,5160,5,5160,4900,,,,,
530701,KDJHRL,Z,KDJ HOLIDAYSCAPES AND RESORTS ,635,647,623,0,0,0,0,1061,453,1356,350,647,623,,,,,
530703,INFODRIVE,XD,INFO-DRIVE SOFTWARE LTD.,16,19,13,0,0,0,0,63,1,97,1,19,13,,,,,
530705,FLORATX,P,FLORA TEXTILES LTD.,815,855,775,0,0,0,0,1658,342,2086,1,855,775,,,,,
530709,GOWRALE,XT,GOWRA LEASING & FINANCE LTD.,2700,2835,2565,0,0,0,0,3860,800,3560,5,2835,2565,,,,,
530711,JAGANLAM,XT,JAGAN LAMPS LTD.,1197,1256,1138,0,0,0,0,2328,480,2854,1,1256,1138,,,,,
530713,AJEL,Z,AJEL LTD.,459,481,437,0,0,0,0,915,189,1076,1,481,437,,,,,
530723,ASITCFIN,XT,ASIT C.MEHTA FINANCIAL SERVICE,4460,4545,4375,0,0,0,0,4460,920,5290,5,4460,4375,,,,,
530733,NOVAPUB,XT,NOVA PUBLICATIONS INDIA LTD,4565,4790,4340,0,0,0,0,16645,3435,25765,5,4790,4340,,,,,
530735,SUPERBAK,XD,SUPER BAKERS (INDIA) LTD.,561,589,533,0,0,0,0,2037,420,2991,1,589,533,,,,,
530741,OVOBELE,P,OVOBEL FOODS LTD.,2900,3045,2755,0,0,0,0,5335,1100,4445,5,3045,2755,,,,,
530745,LNIND,XT,LN INDUSTRIES INDIA LTD.,251,256,246,0,0,0,0,587,251,849,219,256,251,,,,,
530747,INDOASIAF,XT,INDO ASIAN FINANCE LTD.,350,367,333,0,0,0,0,679,140,700,1,367,333,,,,,
530765,DEVKI,XT,DEVKI LEASING & FINANCE LTD.,143,150,136,0,0,0,0,351,73,439,1,150,136,,,,,
530771,KLGCAP,XD,KLG CAPITAL SERVICES LTD.,1350,1415,1285,0,0,0,0,3490,720,2940,5,1415,1285,,,,,
530777,INFRAIND,XT,INFRA INDUSTRIES LTD.,723,759,687,0,0,0,0,1047,216,1490,1,759,687,,,,,
530779,DYNAMICP,XD,DYNAMIC PORTFOLIO MANAGEMENT &,140,147,133,0,0,0,0,514,106,1952,1,147,133,,,,,
530781,INTERHG,P,INTERNATIONAL HOUSING FINANCE ,871,914,828,0,0,0,0,1610,332,2052,1,914,828,,,,,
530783,TRANSASIA,XT,TRANS ASIA CORPORATION LTD.,285,299,271,0,0,0,0,552,114,1232,1,299,271,,,,,
530787,INLANPR,P,INLAND PRINTERS LTD.,1074,1127,1021,0,0,0,0,2083,430,2283,1,1127,1021,,,,,
530789,CEEJAY,XD,CEEJAY FINANCE LTD.,8900,9345,8455,0,0,0,0,14540,5,30460,5,9345,8455,,,,,
530795,SUNCITYSY,XT,SUNCITY SYNTHETICS LTD.,1020,1071,969,0,0,0,0,1854,383,1973,1,1071,969,,,,,
530797,SHGANEL,XT,SHREE GANESH ELASTOPLAST LTD.,1700,1785,1615,0,0,0,0,3160,655,3975,5,1785,1615,,,,,
530799,ANNAINFRA,XT,ANNA INFRASTRUCTURES LTD.,939,985,893,0,0,0,0,1821,376,2239,1,985,893,,,,,
530801,DIAMOND,XT,DIAMOND INFOSYSTEMS LTD.,199,208,190,0,0,0,0,552,114,427,1,208,190,,,,,
530805,OIVL,T,Onesource Ideas Venture Limited,1515,1590,1440,0,0,0,0,2545,525,3200,5,1590,1440,,,,,
530807,REGALIAA,XD,REGALIAA REALTY LTD.,1100,1155,1045,0,0,0,0,2134,440,2059,1,1155,1045,,,,,
530809,BNRUDY,XD,BNR UDYOG LTD.,3750,3935,3565,0,0,0,0,7805,1610,6390,5,3935,3565,,,,,
530815,REFNOL,XD,REFNOL RESINS & CHEMICALS LTD.,3990,4185,3795,0,0,0,0,9005,5,6415,5,4185,3795,,,,,
530821,SSPDL,XC,SSPDL LTD.,6990,8385,5595,0,0,0,0,26565,5,43275,5,8385,5595,,,,,
530825,DAIKAFFI,XD,DAIKAFFIL CHEMICALS INDIA LTD.,5960,7150,4770,0,0,0,0,21325,5,33725,5,7150,4770,,,,,
530829,CILSEC,XD,CIL SECURITIES LTD.,2485,2980,1990,0,0,0,0,7280,5,6750,5,2980,1990,,,,,
530839,CLIOINFO,XT,CLIO INFOTECH LTD.,134,140,128,0,0,0,0,246,51,185,1,140,128,,,,,
530841,SHRIBCL,P,Shri Bholanath Carpets Limited,750,787,713,0,0,0,0,1295,268,1019,1,787,713,,,,,
530845,SUNSHIEL,XT,SUNSHIELD CHEMICALS LTD.,34200,35910,32490,0,0,0,0,93520,5,189420,5,35910,32490,,,,,
530853,HIPOLIN,XT,HIPOLIN LTD.,4400,4620,4180,0,0,0,0,8515,1760,13490,5,4620,4180,,,,,
530855,GDLLEAS,XT,GDL LEASING & FINANCE LTD.,794,833,755,0,0,0,0,1540,318,1937,1,833,755,,,,,
530859,COSBOARD,XD,COSBOARD INDUSTRIES LTD.,3930,4715,3145,0,0,0,0,11120,5,19065,5,4715,3145,,,,,
530867,SFLINTER,XT,SFL International Limited,1680,1710,1650,0,0,0,0,8125,1680,6660,5,1710,1680,,,,,
530871,CHEMBOND,XC,CHEMBOND CHEMICALS LTD.,22055,26465,17645,0,0,0,0,61335,5,119270,5,26465,17645,,,,,
530879,BHILTEX,XT,BHILWARA TEX-FIN LTD.,1335,1401,1269,0,0,0,0,3007,620,4758,1,1401,1269,,,,,
530881,CENPORT,XT,CENTURY TWENTYFIRST PORTFOLIO ,1012,1062,962,0,0,0,0,2071,428,4026,1,1062,962,,,,,
530883,SUCROSA,XD,SUPER CROP SAFE LTD.,12300,14760,9840,0,0,0,0,47745,5,41340,5,14760,9840,,,,,
530885,AURUMSOFT,XT,AURUM SOFT SYSTEMS LIMITED,119,124,114,0,0,0,0,151,32,119,1,119,114,,,,,
530889,ALKA,XT,ALKA INDIA LTD.,19,19,19,0,0,0,0,36,8,46,1,20,19,,,,,
530897,NGIND,XD,N.G.INDUSTRIES LTD.,7810,8200,7420,0,0,0,0,26285,5,39220,5,8200,7420,,,,,
530899,ASIAPAK,XT,ASIA PACK LTD.,1605,1685,1525,0,0,0,0,4060,840,3365,5,1685,1525,,,,,
530901,ACIL,XT,ACIL COTTON INDUSTRIES LIMITED,18,18,18,0,0,0,0,34,8,34,1,19,18,,,,,
530905,SAINDUS,P,SAI INDUSTRIES LTD.,5000,5250,4750,0,0,0,0,9700,2000,12200,5,5250,4750,,,,,
530909,ERPSOFT,XT,ERP SOFT SYSTEMS LTD.,6950,7295,6605,0,0,0,0,13480,2780,17845,5,7295,6605,,,,,
530915,JRFOODS,P,J.R.FOODS LTD.,315,330,300,0,0,0,0,611,126,768,1,330,300,,,,,
530917,RRSECUR,P,R.R.SECURITIES LTD.,226,237,215,0,0,0,0,479,99,602,1,237,215,,,,,
530921,INTETHR,P,INTEGRATED THERMOPLASTICS LTD.,437,458,416,0,0,0,0,855,177,1098,1,458,416,,,,,
530925,RAMSONS,XT,RAMSONS PROJECTS LTD.,909,954,864,0,0,0,0,1844,381,2332,1,954,864,,,,,
530927,HARAFIN,P,HARYANA FINANCIAL CORPORATION ,2465,2585,2345,0,0,0,0,4780,990,6010,5,2585,2345,,,,,
530929,EUROASIA,P,EURO ASIA EXPORTS LTD.,549,576,522,0,0,0,0,1014,210,1708,1,576,522,,,,,
530931,STANPACK,XD,STANPACKS (INDIA) LTD.,390,409,371,0,0,0,0,1164,240,1598,1,409,371,,,,,
530951,RAMINFO,XD,RAMINFO LIMITED,5980,6275,5685,0,0,0,0,10610,5,6395,5,6275,5685,,,,,
530953,SUNILAGR,XD,SUNIL AGRO FOODS LTD.,4300,4730,3870,0,0,0,0,11170,5,15650,5,4730,3870,,,,,
530955,MINDVISCAP,XT,MINDVISION CAPITAL LTD,1000,1050,950,0,0,0,0,2341,483,1220,1,1050,950,,,,,
530959,DIANATEA,XD,DIANA TEA CO.LTD.,2345,2810,1880,0,0,0,0,6995,5,10035,5,2810,1880,,,,,
530971,NIMBUSI,XT,NIMBUS INDUSTRIES LTD.,266,279,253,0,0,0,0,768,159,793,1,279,253,,,,,
530973,ALFAICA,XD,ALFA ICA (INDIA) LTD.,6370,6685,6055,0,0,0,0,7940,1640,8585,5,6685,6055,,,,,
530977,KATWAUD,XD,KATWA UDYOG LTD.,20490,24585,16395,0,0,0,0,52470,5,40255,5,24585,16395,,,,,
530979,INDIAHOME,XD,INDIA HOME LOAN LTD.,13510,16210,10810,0,0,0,0,35870,5,21760,5,16210,10810,,,,,
530991,ROOPAIND,XD,ROOPA INDUSTRIES LTD.,1311,1376,1246,0,0,0,0,2467,509,2684,1,1376,1246,,,,,
530993,SARTHAKGL,XT,SARTHAK GLOBAL LTD.,2000,2100,1900,0,0,0,0,4235,875,5330,5,2100,1900,,,,,
530997,UNIQUEO,XD,UNIQUE ORGANICS LTD.,1381,1657,1105,0,0,0,0,5076,1,6691,1,1657,1105,,,,,
531003,SWRNASE,XT,SWARNA SECURITIES LTD.,1500,1575,1425,0,0,0,0,2910,600,3467,1,1575,1425,,,,,
531015,VENMAX,XT,VENMAX DRUGS AND PHARMACEUTICA,410,418,402,0,0,0,0,513,220,475,123,418,402,,,,,
531017,ARISE,XT,ARIHANTS SECURITIES LTD.,775,813,737,0,0,0,0,1486,307,1708,1,813,737,,,,,
531025,VISAGAR,XD,VISAGAR FINANCIAL SERVICES LTD,48,50,46,0,0,0,0,91,19,102,1,50,46,,,,,
531027,LIBORD,XD,LIBORD SECURITIES LTD.,995,1044,946,0,0,0,0,1897,392,2684,1,1044,946,,,,,
531029,BHATEXT,P,BHARAT TEXTILES & PROOFING IND,580,609,551,0,0,0,0,1307,270,2598,1,609,551,,,,,
531033,REGAL,XD,REGAL ENTERTAINMENT & CONSULTA,1000,1050,950,0,0,0,0,1862,384,2296,1,1050,950,,,,,
531041,COMPEAU,XC,COMPETENT AUTOMOBILES CO.LTD.,19500,23400,15600,0,0,0,0,60120,5,102815,5,23400,15600,,,,,
531043,ZDHJERK,XT,DHANVANTRI JEEVAN REKHA LTD.,4905,5150,4660,0,0,0,0,10995,2270,6170,5,5150,4660,,,,,
531047,ADVPOWER,XD,ADVANCE POWERINFRA TECH LIMITE,182,191,173,0,0,0,0,353,73,463,1,191,173,,,,,
531049,NEELKAN,XT,NEELKANTH ROCKMINERALS LTD.,913,958,868,0,0,0,0,1264,261,1708,1,958,868,,,,,
531051,VINTAGES,XD,VINTAGE SECURITIES LTD.,1500,1575,1425,0,0,0,0,2803,578,3367,1,1575,1425,,,,,
531055,GFLFIN,XT,GFL FINANCIALS INDIA LIMITED,403,411,395,0,0,0,0,772,330,1239,320,411,395,,,,,
531065,OSWALOR,XT,OSWAL OVERSEAS LTD.,561,589,533,0,0,0,0,1088,225,1368,1,589,533,,,,,
531067,CONTILI,XT,CONTIL INDIA LTD.,999,1018,980,0,0,0,0,1377,284,2605,1,1018,980,,,,,
531069,VIJSOLX,XT,VIJAY SOLVEX LTD.,17200,18060,16340,0,0,0,0,32650,6735,39195,5,18060,16340,,,,,
531080,SHRIKRISH,XD,SHRI KRISHNA DEVCON LTD.,1354,1421,1287,0,0,0,0,2910,600,3013,1,1421,1287,,,,,
531083,NIHARINF,XT,NIHAR INFO GLOBAL LTD.,1800,1890,1710,0,0,0,0,4560,5,4745,5,1890,1710,,,,,
531088,TULIPSTA,XD,TULIP STAR HOTELS LTD.,5730,6300,5160,0,0,0,0,12175,5,19605,5,6300,5160,,,,,
531091,UNITDCR,XD,UNITED CREDIT LTD.,1960,2055,1865,0,0,0,0,2575,535,4390,5,2055,1865,,,,,
531099,RUBRAME,XD,RUBRA MEDICAMENTS LTD.,234,238,230,0,0,0,0,234,101,281,73,234,230,,,,,
531109,ISHANCH,XD,ISHAN DYES & CHEMICALS LTD.,4370,5240,3500,0,0,0,0,16415,5,30815,5,5240,3500,,,,,
531111,GOTHIPL,P,GOTHI PLASCON (INDIA) LTD.,1280,1344,1216,0,0,0,0,2172,448,1549,1,1344,1216,,,,,
531112,AMAZEENT,XT,Amaze Entertech Limited,4005,4205,3805,0,0,0,0,7485,1545,10610,5,4205,3805,,,,,
531119,CEENIK,XT,CEENIK EXPORTS (INDIA) LTD.,810,850,770,0,0,0,0,1658,342,2071,1,850,770,,,,,
531126,VIRTUALS,XD,VIRTUALSOFT SYSTEMS LTD.,138,144,132,0,0,0,0,314,65,617,1,144,132,,,,,
531127,ANARINDUS,XT,ANAR INDUSTRIES LTD.,8325,8740,7910,0,0,0,0,26165,5,37535,5,8740,7910,,,,,
531129,INANI,XD,INANI MARBLES & INDUSTRIES LTD,3800,4180,3420,0,0,0,0,8680,5,14375,5,4180,3420,,,,,
531137,GEMSI,XD,GEMSTONE INVESTMENTS LTD.,82,86,78,0,0,0,0,89,19,82,1,82,78,,,,,
531146,MEDICAMEQ,XT,MEDICAMEN BIOTECH LTD.,55575,58350,52800,0,0,0,0,100770,20780,96015,5,58350,52800,,,,,
531153,DILIGENT,XD,DILIGENT INDUSTRIES LTD.,1745,2090,1400,0,0,0,0,6695,5,11230,5,2090,1400,,,,,
531155,EPSOMPRO,XD,EPSOM PROPERTIES LTD.,536,562,510,0,0,0,0,1041,215,2039,1,562,510,,,,,
531156,ALFAVIO,XD,ALFAVISION OVERSEAS (INDIA) LT,6290,6915,5665,0,0,0,0,14565,5,20880,5,6915,5665,,,,,
531157,ORGCOAT,XD,ORGANIC COATINGS LTD.,1780,1955,1605,0,0,0,0,4115,5,3060,5,1955,1605,,,,,
531158,CATVISION,XT,CATVISION  LIMITED,2075,2175,1975,0,0,0,0,3925,810,3680,5,2175,1975,,,,,
531160,SAUMYACAP,XT,SAUMYA CAPITAL LIMITED,60,63,57,0,0,0,0,213,44,158,1,63,57,,,,,
531161,ABMKNO,XC,ABM KNOWLEDGEWARE LTD.,14540,17445,11635,0,0,0,0,50465,5,78225,5,17445,11635,,,,,
531163,KEMISTAR,P,KEMISTAR CORPORATION LIMITED,1640,1722,1558,0,0,0,0,2886,596,3459,1,1722,1558,,,,,
531164,LADIAMO,P,LASER DIAMONDS LTD.,77,80,74,0,0,0,0,149,31,190,1,80,74,,,,,
531169,SKPSEC,XD,SKP SECURITIES LTD.,4880,5120,4640,0,0,0,0,6400,1320,6950,5,5120,4640,,,,,
531172,PRANAVSP,XD,PRANAVADITYA SPINNING MILLS LT,2650,3180,2120,0,0,0,0,9265,5,14140,5,3180,2120,,,,,
531173,SYSCHEM,XT,SYSCHEM (INDIA) LTD.,990,1039,941,0,0,0,0,1940,400,3269,1,1039,941,,,,,
531175,BLSINFOTE,XD,BLS INFOTECH LTD.,33,34,32,0,0,0,0,64,14,116,1,34,32,,,,,
531176,MEFCOMCAP,XD,MEFCOM CAPITAL MARKETS LTD.,1000,1050,950,0,0,0,0,2520,520,2806,1,1050,950,,,,,
531178,HEMANG,XD,HEMANG RESOURCES LIMITED,1000,1050,950,0,0,0,0,1761,364,2427,1,1050,950,,,,,
531190,TAVERNIER,XD,TAVERNIER RESOURCES LIMI,1168,1226,1110,0,0,0,0,2182,450,2318,1,1226,1110,,,,,
531191,FILTRON,XT,FILTRON ENGINEERS LTD.,705,740,670,0,0,0,0,1841,380,1878,1,740,670,,,,,
531192,MIDINFRA,XT,MIDAS INFRA TRADE LIMITED,404,424,384,0,0,0,0,1423,294,2315,1,424,384,,,,,
531196,GAGANPO,XD,GAGAN POLYCOT INDIA LTD.,287,315,259,0,0,0,0,762,1,1286,1,315,259,,,,,
531198,DHANADACO,XT,DHANADA CORPORATION LTD.,520,546,494,0,0,0,0,874,181,1015,1,546,494,,,,,
531199,GLANCE,XD,GLANCE FINANCE LTD.,2030,2070,1990,0,0,0,0,7915,1635,8610,5,2070,1990,,,,,
